lhs_size,rhs_size,naive_time_us,fft_time_us
900,900,11237,720
900,900,9613,490
900,900,8441,475
900,900,10438,535
900,900,12133,1148
900,900,9107,602
900,900,10743,892
900,900,10459,687
900,900,15575,718
900,900,14550,472
900,900,12180,486
900,900,12219,616
900,1000,15436,767
900,1000,15555,692
900,1000,11832,512
900,1000,13941,686
900,1000,11314,736
900,1000,11806,539
900,1000,9618,543
900,1000,10447,759
900,1000,9775,838
900,1000,9939,655
900,1000,9342,475
900,1000,13000,574
900,1000,10282,490
900,1000,9529,512
900,1000,11129,1500
900,1000,9640,513
900,1000,10050,480
900,1000,11748,578
900,1000,9295,573
900,1000,9341,635
900,1000,9301,491
900,1000,12220,475
900,1000,10533,572
900,1000,15802,625
900,1000,12123,719
1000,1000,17114,779
1000,1000,11362,1013
1000,1000,12095,738
1000,1000,12080,772
1000,1000,11632,723
1000,1000,11223,560
1000,1000,10263,669
1000,1000,10995,494
1000,1000,9686,529
1000,1000,10991,687
1000,1000,9895,474
1000,1000,10149,552
1000,1000,12354,476
1000,1000,10257,642
1000,1000,9677,505
1000,1000,9572,536
1000,1000,10871,540
1000,1000,10030,504
1000,1000,10962,475
1000,1000,9676,587
1000,1000,10595,509
1000,1000,11547,542
1000,1000,12717,551
1000,1000,10755,577
1000,1000,10753,660
1000,1000,11592,506
1000,1000,9624,528
1000,1000,17147,727
1000,1000,16155,803
1000,1000,16587,779
1000,1000,12595,664
1000,1000,11305,474
1000,1000,10725,475
1000,1000,11442,583
1000,1000,9720,523
1000,1000,10758,477
1000,1000,9799,539
1000,1000,14810,684
1000,1000,9714,482
1000,1000,11810,665
1000,1000,13551,476
1000,1000,10652,546
1000,1000,11123,514
1000,1000,10245,656
1000,1000,11166,534
1000,1000,9731,492
1000,1000,12158,482
1000,1000,10699,508
1000,1000,9653,525
1000,1000,9676,482
1000,1000,9727,488
1000,1000,9700,521
1000,1000,10083,482
1000,1000,10929,481
1000,1000,9759,496
1000,1000,9982,561
1000,1000,11146,573
1000,1000,10314,596
1000,1000,10853,523
1000,1000,11295,538
1000,1000,10072,475
1000,1000,11233,534
1000,1000,10753,536
1000,1000,10649,532
1000,1000,11069,669
1000,1000,10783,596
1000,1000,10914,535
1000,1000,10222,482
1000,1000,9811,535
1000,1000,10628,556
1000,1000,12541,498
1000,1000,10407,540
1000,1000,9851,474
1000,1000,10032,535
1000,1000,12994,668
1000,1000,10023,474
1000,1000,10112,547
1000,1000,10502,482
1000,1000,10940,560
1000,1000,13290,704
1000,1000,10731,540
1000,1000,11047,482
1000,1000,12022,481
1000,1000,10051,634
1000,1000,9794,482
1000,1000,11355,625
1000,1000,9772,565
1000,1000,9933,534
1000,1000,9957,612
1000,1000,10166,544
1000,1000,12477,482
1000,1000,9714,555
1000,1000,11005,477
1000,1000,9782,506
1000,1000,9852,537
1000,1000,9706,480
1000,1000,9747,544
1000,1000,10287,523
1000,1000,9788,565
1000,1000,9810,621
1000,1000,9803,473
1000,1000,10758,606
1000,1000,9725,521
1000,1000,9721,482
1000,1000,10304,541
1000,1000,11013,475
1000,1000,10336,548
1000,1000,11218,481
1000,1000,9653,539
1000,1000,10319,549
1000,1000,12014,880
1000,1000,11506,535
1000,1000,9734,477
1000,1000,12249,638
1000,1000,11501,681
1000,1000,12720,479
1000,1000,9666,472
1000,1000,10214,540
1000,1000,11687,482
1000,1000,11614,693
1000,1000,11659,475
1000,1000,9746,484
1000,1000,9662,539
1000,1000,10516,482
1000,1000,13628,617
1000,1000,11076,482
1000,1000,10662,475
1000,1000,10613,567
1000,1000,10523,527
1000,1000,12018,507
1000,1000,10398,520
1000,1000,10273,485
1000,1000,12127,687
1000,1000,10198,685
1000,1000,12440,482
1000,1000,9710,555
1000,1000,10258,483
1000,1000,10002,474
1000,1000,10005,531
1000,1000,11445,710
1000,1000,10538,707
1000,1000,10595,546
1000,1000,10763,476
1000,1000,13026,507
1000,1000,9669,554
1000,1000,10757,482
1000,1000,10785,487
1000,1000,10529,603
1000,1000,10063,671
1000,1000,11208,600
1000,1000,9863,483
1000,1000,10872,518
1000,1000,10982,562
1000,1000,12409,478
1000,1000,11047,539
1000,1000,10908,484
1000,1000,10980,558
1000,1000,11421,484
1000,1000,10788,536
1000,1000,10049,482
1000,1000,9749,532
1000,1000,11884,512
1000,1000,9938,696
1000,1000,10738,476
1000,1000,9994,522
1000,1000,11780,501
1000,1000,10989,539
1000,1000,9823,497
1000,1000,10005,471
1000,1000,10233,537
1000,1000,9761,563
1000,1000,9737,483
1000,1000,10236,727
1000,1000,9739,484
1000,1000,10247,698
1000,1000,13371,479
1000,1000,11424,598
1000,1000,9652,538
1000,1000,10350,489
1000,1000,11553,550
1000,1000,10651,475
1000,1000,9712,476
1000,1000,12119,692
1000,1000,9575,523
1000,1000,10466,477
1000,1000,10713,537
1000,1000,9634,486
1000,1000,9649,787
1000,1000,10875,485
1000,1000,10585,554
1000,1000,9625,536
1000,1000,10097,473
1000,1000,10731,540
1000,1000,10533,527
1000,1000,14062,473
1000,1000,11263,650
1000,1000,9693,475
1000,1000,9638,604
1000,1000,10247,778
1000,1000,9798,480
1000,1000,9663,566
1000,1000,10450,657
1000,1000,12362,810
1000,1000,11773,550
1000,1000,10192,481
1000,1000,11331,707
1000,1000,11208,479
1000,1000,10489,578
1000,1000,12116,474
1000,1000,10359,535
1000,1000,11096,610
1000,1000,9797,473
1000,1000,9754,531
1000,1000,9728,473
1000,1000,10742,540
1000,1000,9613,473
1000,1000,9628,497
1000,1000,9908,752
1000,1000,10010,513
1000,1000,10735,696
1000,1000,11036,733
1000,1000,10226,611
1000,1000,12205,705
1000,1000,11858,476
1000,1000,10180,541
1000,1000,10452,661
1000,1000,9676,480
1000,1000,10320,993
1000,1000,9657,476
1000,1000,9656,476
1000,1000,9578,540
1000,1000,10339,482
1000,1000,9693,543
1000,1000,10603,482
1000,1000,10236,523
1000,1000,10890,475
1000,1000,10443,596
1000,1000,10283,588
1000,1000,9740,478
1000,1000,9890,699
1000,1000,9940,637
1000,1000,9714,482
1000,1000,10881,585
1000,1000,10506,511
1000,1000,9627,481
1000,1000,10192,673
1000,1000,10008,499
1000,1000,12291,522
1000,1000,9728,541
1000,1000,10788,710
1000,1000,10891,728
1000,1000,9970,508
1000,1000,11670,476
1000,1000,12431,471
1000,1000,9644,507
1000,1000,10636,614
1000,1000,13246,554
1000,1000,13529,493
1000,1000,10101,548
1000,1000,11213,490
1000,1000,10713,801
1000,1000,10551,689
1000,1000,10855,511
1000,1000,9773,540
1000,1000,9881,474
1000,1000,11882,695
1000,1000,9827,517
1000,1000,11009,522
1000,1000,9859,612
1000,1000,11599,531
1000,1000,12547,478
1000,1000,9771,548
1000,1000,10599,483
1000,1000,9993,710
1000,1000,11244,673
1000,1000,12930,742
1000,1000,10722,667
1000,1000,11430,475
1000,1000,12878,473
1000,1000,9753,546
1000,1000,10354,509
1000,1000,10090,539
1000,1000,9787,476
1000,1000,10548,642
1000,1000,9967,481
1000,1000,12316,519
1000,1000,11301,484
1000,1000,10720,710
1000,1000,9732,473
1000,1000,9711,474
1000,1000,10665,744
1000,1000,9699,478
1000,1000,11357,651
1000,1000,10006,602
1000,1000,10474,666
1000,1000,9753,491
1000,1000,10777,483
1000,1000,12613,490
1000,1000,11711,679
1000,1000,10675,476
1000,1000,9611,498
1000,1000,9599,523
1000,1000,9809,674
1000,1000,9816,502
1000,1000,11996,509
1000,1000,9610,470
1000,1000,9597,493
1000,1000,9786,492
1000,1000,11984,480
1000,1000,9599,542
1000,1000,12963,602
1000,1000,10464,488
1000,1000,10329,686
1000,1000,10955,479
1000,1000,10415,474
1000,1000,14244,538
1000,1000,11645,476
1000,1000,9823,533
1000,1000,11654,683
1000,1000,10652,478
1000,1000,9711,525
1000,1000,10422,723
1000,1000,10441,600
1000,1000,9929,555
1000,1000,9807,472
1000,1000,11054,552
1000,1000,12140,539
1000,1000,10338,513
1000,1000,10510,487
1000,1000,10487,481
1000,1000,11250,539
1000,1000,9711,500
1000,1000,10598,571
1000,1000,11317,544
1000,1000,10493,485
1000,1000,9705,632
1000,1000,11934,749
1000,1000,10554,684
1000,1000,11172,711
1000,1000,11167,694
1000,1000,12305,697
1000,1000,9624,526
1000,1000,10981,479
1000,1000,13205,712
1000,1000,12397,824
1000,1000,12842,494
1000,1000,10481,514
1000,1000,10439,476
1000,1000,10615,562
1000,1000,10969,479
1000,1000,9796,516
1000,1000,9806,480
1000,1000,11467,473
1000,1000,10959,544
1000,1000,12128,472
1000,1000,10453,640
1000,1000,11846,737
1000,1000,10362,615
1000,1000,9933,501
1000,1000,10840,535
1000,1000,10380,472
1000,1000,10691,535
1000,1000,11894,533
1000,1000,12436,478
1000,1000,10331,524
1000,1000,12102,476
1000,1000,10425,480
1000,1000,10573,476
1000,1000,11068,645
1000,1000,9776,477
1000,1000,12365,681
1000,1000,9706,479
1000,1000,11457,539
1000,1000,9850,480
1000,1000,11135,652
1000,1000,12039,582
1000,1000,10724,474
1000,1000,13808,638
1000,1000,10449,473
1000,1000,13105,477
1000,1000,9810,531
1000,1000,9719,479
1000,1000,11659,596
1000,1000,9843,488
1000,1000,11110,479
1000,1000,10066,550
1000,1000,10367,477
1000,1000,10607,560
1000,1000,10196,708
1000,1000,11621,493
1000,1000,9750,477
1000,1000,9982,544
1000,1000,10668,474
1000,1000,10970,661
1000,1000,10411,530
1000,1000,10905,490
1000,1000,10376,478
1000,1000,11600,509
1000,1000,10817,738
1000,1000,10663,
