type,obs,calc,time
comp,900,56,544
gui,900,56,1321
comp,900,56,453
gui,900,56,1648
comp,900,56,448
gui,900,56,1087
comp,900,56,729
gui,900,56,2271
comp,900,56,492
gui,900,56,1318
comp,900,56,647
gui,900,56,1234
comp,900,56,640
gui,900,56,2285
comp,900,56,445
gui,900,56,1070
comp,900,56,546
gui,900,56,1488
comp,900,56,655
gui,900,56,2102
comp,900,56,581
gui,900,56,1550
comp,900,56,456
gui,900,56,1958
comp,900,56,479
gui,900,56,1110
comp,900,56,747
gui,900,56,1444
comp,900,56,467
gui,900,56,1226
comp,900,56,797
gui,900,56,2366
comp,900,56,489
gui,900,56,1354
comp,900,56,490
gui,900,56,1098
comp,900,56,469
gui,900,56,1118
comp,900,56,475
gui,900,56,1156
comp,900,56,479
gui,900,56,1205
comp,900,56,730
gui,900,56,1269
comp,900,56,447
gui,900,56,1303
comp,900,56,789
gui,900,56,2169
comp,900,56,679
gui,900,56,1293
comp,900,56,467
gui,900,56,1160
comp,900,56,553
gui,900,56,1180
comp,900,56,549
gui,900,56,1166
comp,900,56,713
gui,900,56,2539
comp,900,56,741
gui,900,56,2406
comp,900,56,545
gui,900,56,1413
comp,900,56,493
gui,900,56,1143
comp,900,56,494
gui,900,56,1213
comp,900,56,509
gui,900,56,1132
comp,900,56,700
gui,900,56,2134
comp,900,56,650
gui,900,56,1730
comp,900,56,670
gui,900,56,1878
comp,900,56,470
gui,900,56,1150
comp,900,56,490
gui,900,56,1212
comp,900,56,510
gui,900,56,1853
comp,900,56,488
gui,900,56,1050
comp,900,56,473
gui,900,56,1134
comp,900,56,465
gui,900,56,1134
comp,900,56,480
gui,900,56,1289
comp,900,56,476
gui,900,56,1499
comp,900,56,455
gui,900,56,1081
comp,900,56,459
gui,900,56,1194
comp,900,56,455
gui,900,56,1222
comp,900,56,456
gui,900,56,1271
comp,900,56,455
gui,900,56,2126
comp,900,56,487
gui,900,56,1671
comp,900,56,455
gui,900,56,1103
comp,900,56,454
gui,900,56,1177
comp,900,56,498
gui,900,56,1161
comp,900,56,735
gui,900,56,2113
comp,900,56,502
gui,900,56,1354
comp,900,56,731
gui,900,56,2307
comp,900,56,731
gui,900,56,1203
comp,900,56,448
gui,900,56,1125
comp,900,56,488
gui,900,56,1134
comp,900,56,657
gui,900,56,1959
comp,900,56,528
gui,900,56,1909
comp,900,56,479
gui,900,56,1140
comp,900,56,671
gui,900,56,2119
comp,900,56,467
gui,900,56,1356
comp,900,56,569
gui,900,56,1586
comp,900,56,525
gui,900,56,1800
comp,900,56,733
gui,900,56,1985
comp,900,56,788
gui,900,56,1188
comp,900,56,536
gui,900,56,1167
comp,900,56,562
gui,900,56,1380
comp,900,56,609
gui,900,56,1570
comp,900,56,569
gui,900,56,1644
comp,900,56,452
gui,900,56,1323
comp,900,56,635
gui,900,56,1707
comp,900,56,474
gui,900,56,1175
comp,900,56,500
gui,900,56,1342
comp,900,56,937
gui,900,56,1753
comp,900,56,525
gui,900,56,1316
comp,900,56,820
gui,900,56,1970
comp,900,56,633
gui,900,56,2139
comp,900,56,526
gui,900,56,1138
comp,900,56,623
gui,900,56,2139
comp,900,56,743
gui,900,56,2142
comp,900,56,654
gui,900,56,2245
comp,900,56,775
gui,900,56,2316
comp,900,56,780
gui,900,56,2308
comp,900,56,549
gui,900,56,1326
comp,900,56,562
gui,900,56,1187
comp,900,56,477
gui,900,56,1106
comp,900,56,504
gui,900,56,1131
comp,900,56,474
gui,900,56,1117
comp,900,56,507
gui,900,56,1129
comp,900,56,866
gui,900,56,2076
comp,900,56,833
gui,900,56,2606
comp,900,56,767
gui,900,56,2334
comp,900,56,509
gui,900,56,1062
comp,900,56,765
gui,900,56,2251
comp,900,56,638
gui,900,56,2018
comp,900,56,839
gui,900,56,1438
comp,900,56,635
gui,900,56,2042
comp,900,56,448
gui,900,56,1091
comp,900,56,484
gui,900,56,1187
comp,900,56,624
gui,900,56,1322
comp,900,56,548
gui,900,56,1381
comp,900,56,550
gui,900,56,1189
comp,900,56,468
gui,900,56,1372
comp,900,56,495
gui,900,56,1416
comp,900,56,482
gui,900,56,1076
comp,900,56,639
gui,900,56,2394
comp,900,56,572
gui,900,56,2114
comp,900,56,594
gui,900,56,1410
comp,900,56,514
gui,900,56,1086
comp,900,56,476
gui,900,56,1116
comp,900,56,463
gui,900,56,1233
comp,900,56,479
gui,900,56,1199
comp,900,56,653
gui,900,56,2163
comp,900,56,656
gui,900,56,2174
comp,900,56,450
gui,900,56,1122
comp,900,56,558
gui,900,56,1188
comp,900,56,478
gui,900,56,1121
comp,900,56,870
gui,900,56,2033
comp,900,56,508
gui,900,56,1289
comp,900,56,515
gui,900,56,1166
comp,900,56,549
gui,900,56,1302
comp,900,56,787
gui,900,56,2666
comp,900,56,797
gui,900,56,1642
comp,900,56,747
gui,900,56,1123
comp,900,56,800
gui,900,56,2130
comp,900,56,653
gui,900,56,2207
comp,900,56,692
gui,900,56,2144
comp,900,56,660
gui,900,56,2158
comp,900,56,485
gui,900,56,1209
comp,900,56,454
gui,900,56,1264
comp,900,56,556
gui,900,56,1380
comp,900,56,473
gui,900,56,1115
comp,900,56,732
gui,900,56,1997
comp,1000,56,506
gui,1000,56,841
comp,1000,56,497
gui,1000,56,886
comp,1000,56,503
gui,1000,56,927
comp,1000,56,541
gui,1000,56,901
comp,1000,56,723
gui,1000,56,1717
comp,1000,56,750
gui,1000,56,2056
comp,1000,56,661
gui,1000,56,1982
comp,1000,56,529
gui,1000,56,1538
comp,1000,56,556
gui,1000,56,1528
comp,1000,56,638
gui,1000,56,1871
comp,1000,56,739
gui,1000,56,1984
comp,1000,56,527
gui,1000,56,1022
comp,1000,56,538
gui,1000,56,1057
comp,1000,56,518
gui,1000,56,1089
comp,1000,56,503
gui,1000,56,1025
comp,1000,56,491
gui,1000,56,1027
comp,1000,56,622
gui,1000,56,1252
comp,1000,56,522
gui,1000,56,1108
comp,1000,56,532
gui,1000,56,1108
comp,1000,56,853
gui,1000,56,4500
comp,1000,56,623
gui,1000,56,1132
comp,1000,56,735
gui,1000,56,2105
comp,1000,56,532
gui,1000,56,1132
comp,1000,56,720
gui,1000,56,1999
comp,1000,56,521
gui,1000,56,1110
comp,1000,56,533
gui,1000,56,1229
comp,1000,56,561
gui,1000,56,1158
comp,1000,56,532
gui,1000,56,1133
comp,1000,56,528
gui,1000,56,1206
comp,1000,56,563
gui,1000,56,1124
comp,1000,56,530
gui,1000,56,1141
comp,1000,56,638
gui,1000,56,1206
comp,1000,56,708
gui,1000,56,2126
comp,1000,56,695
gui,1000,56,1371
comp,1000,56,723
gui,1000,56,1322
comp,1000,56,524
gui,1000,56,1749
comp,1000,56,518
gui,1000,56,1210
comp,1000,56,534
gui,1000,56,1112
comp,1000,56,522
gui,1000,56,1162
comp,1000,56,523
gui,1000,56,1210
comp,1000,56,534
gui,1000,56,1129
comp,1000,56,536
gui,1000,56,1123
comp,1000,56,793
gui,1000,56,2232
comp,1000,56,536
gui,1000,56,1114
comp,1000,56,520
gui,1000,56,1197
comp,1000,56,531
gui,1000,56,1225
comp,1000,56,716
gui,1000,56,1862
comp,1000,56,540
gui,1000,56,1114
comp,1000,56,510
gui,1000,56,2026
comp,1000,56,717
gui,1000,56,2265
comp,1000,56,498
gui,1000,56,1133
comp,1000,56,520
gui,1000,56,1168
comp,1000,56,652
gui,1000,56,1270
comp,1000,56,709
gui,1000,56,1673
comp,1000,56,704
gui,1000,56,2182
comp,1000,56,521
gui,1000,56,1191
comp,1000,56,531
gui,1000,56,1175
comp,1000,56,710
gui,1000,56,2031
comp,1000,56,549
gui,1000,56,1130
comp,1000,56,546
gui,1000,56,2492
comp,1000,56,545
gui,1000,56,1225
comp,1000,56,624
gui,1000,56,1195
comp,1000,56,729
gui,1000,56,2590
comp,1000,56,498
gui,1000,56,1243
comp,1000,56,520
gui,1000,56,1217
comp,1000,56,507
gui,1000,56,1356
comp,1000,56,701
gui,1000,56,2425
comp,1000,56,660
gui,1000,56,1949
comp,1000,56,622
gui,1000,56,1280
comp,1000,56,860
gui,1000,56,2282
comp,1000,56,846
gui,1000,56,2061
comp,1000,56,828
gui,1000,56,2423
comp,1000,56,657
gui,1000,56,1951
comp,1000,56,528
gui,1000,56,1848
comp,1000,56,621
gui,1000,56,1261
comp,1000,56,734
gui,1000,56,2221
comp,1000,56,720
gui,1000,56,2295
comp,1000,56,503
gui,1000,56,1301
comp,1000,56,610
gui,1000,56,1484
comp,1000,56,705
gui,1000,56,2447
comp,1000,56,492
gui,1000,56,1241
comp,1000,56,704
gui,1000,56,2968
comp,1000,56,887
gui,1000,56,2565
comp,1000,56,1156
gui,1000,56,2426
comp,1000,56,960
gui,1000,56,2805
comp,1000,56,2240
gui,1000,56,5492
comp,1000,56,813
gui,1000,56,1830
comp,1000,56,1007
gui,1000,56,2365
comp,1000,56,685
gui,1000,56,2073
comp,1000,56,697
gui,1000,56,2034
comp,1000,56,720
gui,1000,56,2484
comp,1000,56,817
gui,1000,56,2496
comp,1000,56,716
gui,1000,56,2852
comp,1000,56,1964
gui,1000,56,4537
comp,1000,56,1177
gui,1000,56,2660
comp,1000,56,1108
gui,1000,56,3150
comp,1000,56,618
gui,1000,56,2411
comp,1000,56,492
gui,1000,56,1211
comp,1000,56,733
gui,1000,56,2532
comp,1000,56,900
gui,1000,56,2900
comp,1000,56,686
gui,1000,56,1908
comp,1000,56,732
gui,1000,56,2905
comp,1000,56,880
gui,1000,56,2628
comp,1000,56,502
gui,1000,56,1330
comp,1000,56,869
gui,1000,56,3004
comp,1000,56,939
gui,1000,56,2879
comp,1000,56,546
gui,1000,56,1439
comp,1000,56,658
gui,1000,56,2708
comp,1000,56,857
gui,1000,56,5537
comp,1000,56,556
gui,1000,56,1390
comp,1000,56,722
gui,1000,56,2866
comp,1000,56,818
gui,1000,56,2201
comp,1000,56,519
gui,1000,56,2748
comp,1000,56,790
gui,1000,56,2942
comp,1000,56,599
gui,1000,56,1344
comp,1000,56,727
gui,1000,56,3122
comp,1000,56,637
gui,1000,56,4262
comp,1000,56,967
gui,1000,56,1283
comp,1000,56,1094
gui,1000,56,2865
comp,1000,56,962
gui,1000,56,2515
comp,1000,56,753
gui,1000,56,3268
comp,1000,56,715
gui,1000,56,2948
comp,1000,56,510
gui,1000,56,1834
comp,1000,56,906
gui,1000,56,1567
comp,1000,56,516
gui,1000,56,1509
comp,1000,56,515
gui,1000,56,1193
comp,1000,56,529
gui,1000,56,1217
comp,1000,56,699
